name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
new york city,2021-02-10T18:00:00,1.2,-1.7,-8.5,48.4,0,0,,0.11,15.86,,9.1,215,1026.4,100,16,5,0,0,,Overcast,snow,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-10T19:00:00,1.7,-0.6,-9.4,43.53,0,0,,0.11,15.97,,7.5,246,1026,100,16,5,0,0,,Overcast,snow,"72505394728,72055399999,E5816,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-10T20:00:00,1.1,-3.4,-6.5,56.85,0,0,,0.11,16.08,,17.4,237,1026.1,100,16,,,,,Overcast,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-10T21:00:00,1.1,-2.8,-7,55,0,0,,0.11,16.19,,13.7,278,1026,100,16,,,,,Overcast,snow,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-10T22:00:00,0.7,-2.2,-7.2,55.59,0,0,,0.11,16.31,,9,246,1025.7,53.1,16,,,,,Partially cloudy,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-10T23:00:00,0.6,-2.9,-7.3,55.32,0,0,,0.11,16.42,,11.3,286,1025.8,100,13.3,,,,,Overcast,snow,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-11T00:00:00,-0.8,-4,-4.5,75.96,0.028,100,"rain,snow",0.11,16.53,,9.3,257,1026,100,2.9,,,,,"Snow, Rain, Overcast",snow,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-11T01:00:00,-1.3,-1.3,-3.4,85.43,0.085,100,"rain,snow",0.11,16.64,,0.3,360,1025.8,100,1.9,,,,,"Snow, Rain, Overcast",snow,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-11T02:00:00,-1.7,-3.7,-3.3,88.68,0.03,100,"rain,snow",0.11,16.75,,5.5,10,1025.5,100,2,,,,,"Snow, Rain, Overcast",snow,"KLGA,KJRB,72503014732"
new york city,2021-02-11T03:00:00,-1.8,-5.8,-3.5,88.61,0.346,100,"rain,snow",0.11,16.86,,11.2,57,1025,100,2.9,,,,,"Snow, Rain, Overcast",snow,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-11T04:00:00,-1.8,-6.8,-3.5,87.91,0.05,100,"rain,snow",0.11,16.97,,15.9,49,1024.2,100,3.8,,,,,"Snow, Rain, Overcast",snow,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-11T05:00:00,-3.2,-7.4,-6,80.63,0.129,100,snow,0.11,17.08,,11.2,33,1024.3,100,3.5,,,,,"Snow, Overcast",snow,"72505394728,KLGA,KNYC,72503014732"
new york city,2021-02-11T06:00:00,-1.9,-7.4,-3.6,87.76,0,0,,0.11,17.2,,19.2,41,1024.7,100,12.1,,,,,Overcast,snow,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-11T07:00:00,-2.3,-7.4,-4.2,86.74,0,0,,0.11,17.31,,16.1,50,1024.6,100,14.2,6,0,0,,Overcast,snow,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-11T08:00:00,-2.3,-8,-4.6,83.93,0,0,,0.11,17.42,,19.4,57,1024.8,100,15.7,26,0.1,0,,Overcast,snow,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-11T09:00:00,-1.8,-6.1,-4.2,83.59,0,0,,0,6.91,,12.7,36,1025.2,100,15.8,66,0.2,1,,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-11T10:00:00,-1.7,-6.4,-4.3,82.57,0,0,,0,6.88,,14.5,77,1024.9,100,16,131,0.5,1,,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-11T11:00:00,-1.2,-5,-4.4,79.06,0,0,,0,6.86,,11.1,57,1025.4,100,16,223,0.8,2,,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-11T12:00:00,-0.7,-3.4,-4.8,73.92,0,0,,0,6.83,,7.4,51,1025.1,100,16,329,1.2,3,,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-11T13:00:00,-0.2,-3,-5.5,67.26,0,0,,0,6.81,,8.4,89,1024.2,100,16,298,1.1,3,,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-11T14:00:00,0.6,-2.9,-5.8,62.14,0,0,,0,6.78,,11.4,301,1024.3,52.4,16,371,1.3,4,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-11T15:00:00,1.1,-0.7,-6.3,57.91,0,0,,0,6.76,,5.8,117,1023.7,29.7,16,294,1.1,3,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-11T16:00:00,1,1,-7.3,53.83,0,0,,0,6.73,,1,359,1023.6,3.4,16,135,0.5,1,,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-11T17:00:00,0.6,-2,-7.3,55.63,0.437,100,"rain,snow",0,6.71,,7.7,20,1024,5.8,16,39,0.1,0,,"Snow, Rain",rain,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-11T18:00:00,0.5,-2.7,-6.4,59.75,0,0,,0,6.68,,9.9,25,1025,3.2,16,5,0,0,,Clear,clear-night,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-11T19:00:00,0.5,-4,-5.5,63.94,0.262,100,"rain,snow",0,6.66,55.4,16.2,224,1025.4,3.4,16,5,0,0,,"Snow, Rain",rain,"72505394728,E5816,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-11T20:00:00,-0.2,-4.2,-6.6,61.73,0,0,,0,6.63,,12.8,67,1025.9,5.9,16,,,,,Clear,clear-night,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-11T21:00:00,-0.8,-5.6,-7.7,59.57,0,0,,0,6.61,35.3,16.2,36,1026.2,3.4,16,,,,,Clear,clear-night,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-11T22:00:00,-0.8,-3.5,-8.7,55.01,0,0,,0,6.58,,7.6,360,1026.7,3.4,16,,,,,Clear,clear-night,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-11T23:00:00,-1.3,-3.4,-10.4,49.86,0,0,,0,6.56,,5.9,340,1027.2,3.4,16,,,,,Clear,clear-night,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-12T00:00:00,-1.8,-1.8,-10.4,51.85,0,0,,0,6.54,,1.4,359,1027.3,3,16,,,,,Clear,clear-night,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-12T01:00:00,-2.9,-5.3,-11,53.6,0,0,,0,6.51,,6,340,1027,3,16,,,,,Clear,clear-night,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-12T02:00:00,-2.9,-6.8,-11,53.67,0,0,,0,6.49,,10.3,349,1027.1,3,16,,,,,Clear,clear-night,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-12T03:00:00,-3.4,-8.1,-11,55.74,0,0,,0,6.46,,12.6,57,1027.5,3,16,,,,,Clear,clear-night,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-12T04:00:00,-4,-8.7,-10.5,60.77,0,0,,0,6.44,,12.3,66,1027.2,3,16,,,,,Clear,clear-night,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-12T05:00:00,-4.5,-9.1,-11.5,58.19,0,0,,0,6.41,,11.4,67,1027.9,3,16,,,,,Clear,clear-night,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-12T06:00:00,-4.6,-4.6,-11.5,58.36,0,0,,0,6.39,,0.9,360,1027.8,3,16,,,,,Clear,clear-night,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-12T07:00:00,-4.6,-8,-11.1,60.56,0,0,,0,6.36,,7.5,20,1028.1,1.7,16,9,0,0,,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-12T08:00:00,-4.2,-7.7,-11.7,55.69,0,0,,0,6.34,29.5,8.4,348,1028.3,1.7,16,85,0.3,1,,Clear,clear-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-12T09:00:00,-3.1,-8.6,-11.8,51.26,0,0,,0,6.33,25.9,17.2,49,1028.1,79.9,16,178,0.6,2,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-12T10:00:00,-1.8,-8.1,-10.5,51.69,0,0,,0,6.33,,23.7,49,1027.8,49.6,16,411,1.5,4,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-12T11:00:00,-1,-6.8,-11,46.35,0,0,,0,6.32,,22.8,49,1027.6,79.9,16,460,1.7,5,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-12T12:00:00,-1.8,-4.8,-12.5,43.93,0,0,,0,6.32,,7.8,344,1027.8,99.6,16,250,0.9,3,,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-12T13:00:00,-1.3,-5.5,-12.9,40.89,0,0,,0,6.32,,12.4,29,1026.7,100,16,320,1.2,3,,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-12T14:00:00,-1.2,-5,-13.9,37.42,0,0,,0,6.31,27.7,11.2,360,1026.5,100,16,264,1,3,,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-12T15:00:00,-1.2,-4.1,-13.8,37.68,0,0,,0,6.31,,7.8,15,1026.4,100,16,145,0.5,1,,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-12T16:00:00,-1.1,-4.4,-13.7,38.03,0,0,,0,6.3,,9,286,1026.4,100,16,85,0.3,1,,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-12T17:00:00,-1.2,-4.3,-13.7,38.02,0,0,,0,6.3,,8.4,11,1027,100,16,24,0.1,0,,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-12T18:00:00,-1.2,-3.3,-13.1,39.92,0,0,,0,6.3,,5.8,42,1027,100,16,5,0,0,,Overcast,cloudy,"72505394728,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-12T19:00:00,-0.8,-4,-12.8,39.69,0,0,,0,6.29,,9.4,274,1026.9,100,16,7,0,0,,Overcast,cloudy,"72505394728,E5816,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-12T20:00:00,-0.8,-2.8,-12.2,41.52,0,0,,0,6.29,,5.7,223,1027.1,100,16,,,,,Overcast,cloudy,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-12T21:00:00,-0.8,-3.4,-9.7,50.68,0,0,,0,6.28,,7.5,47,1026.9,100,16,,,,,Overcast,cloudy,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-12T22:00:00,-0.8,-0.8,-10.4,48.2,0,0,,0,6.28,,1.4,1,1027.3,100,16,,,,,Overcast,cloudy,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-12T23:00:00,-0.3,-0.3,-8.8,52.35,0,0,,0,6.27,,1.2,4,1027.2,100,16,,,,,Overcast,cloudy,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-13T00:00:00,-0.8,-4.1,-10.1,49.57,0,0,,0,6.27,,9.5,35,1027.4,100,16,,,,,Overcast,cloudy,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-13T01:00:00,-0.8,-4.5,-11.2,45.29,0,0,,0,6.27,,10.9,49,1027.1,100,16,,,,,Overcast,cloudy,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-13T02:00:00,-1.3,-5.5,-11.7,45.29,0,0,,0,6.26,,12.6,46,1026.7,100,16,,,,,Overcast,cloudy,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-13T03:00:00,-1.4,-5.2,-10.1,51.65,0,0,,0,6.26,,11,77,1026.7,100,16,,,,,Overcast,cloudy,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-13T04:00:00,-1.8,-5.4,-11.6,47.29,0,0,,0,6.25,,9.6,39,1026.9,100,16,,,,,Overcast,cloudy,"72505394728,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-13T05:00:00,-1.7,-7.4,-10.3,52.21,0,0,,0,6.25,,20.1,49,1026.8,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-13T06:00:00,-1.8,-7.5,-11,49.49,0,0,,0,6.25,29.5,20.3,48,1027.3,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-13T07:00:00,-2.2,-8.3,-11,51.23,0,0,,0,6.24,,21.8,47,1027.4,99.6,16,8,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-13T08:00:00,-1.8,-7.5,-9.8,54.25,0,0,,0,6.24,,20.3,58,1028,99.6,16,51,0.2,1,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-13T09:00:00,-2.2,-8.5,-12.5,45.41,0,0,,0,6.23,35.3,23.3,30,1027.8,79.9,16,90,0.3,1,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-13T10:00:00,-1.7,-8.2,-13,41.91,0,0,,0,6.23,33.5,25.3,40,1027.4,90.7,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-13T11:00:00,-1.3,-7.1,-10.3,50.04,0,0,,0,6.23,,21.9,40,1027.1,99,16,359,1.3,4,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-13T12:00:00,-0.7,-6.6,-8.6,55.16,0,0,,0,6.23,,23.4,40,1026.7,100,16,257,0.9,3,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-13T13:00:00,-0.7,-4.5,-9.6,51.19,0,0,,0,6.23,29.5,11.2,79,1026,100,16,221,0.8,2,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-13T14:00:00,-1.2,-6.1,-9.1,54.93,0,0,,0,6.22,,16.1,50,1025,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-13T15:00:00,-1.2,-5.8,-9.1,54.99,0,0,,0,6.22,,14.5,60,1025.1,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-13T16:00:00,-1.2,-5,-10.2,50.36,0,0,,0,6.22,,11.2,59,1024.7,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-13T17:00:00,-1.2,-5.8,-9.6,53.05,0,0,,0,6.22,,14.4,48,1024.3,100,16,6,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-13T18:00:00,-0.7,-5.2,-9,53.31,0,0,,0,6.22,,14.5,31,1024.3,100,16,2,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,72503014732"
new york city,2021-02-13T19:00:00,-0.7,-6.6,-8.5,55.58,0,0,,0,6.21,,23.4,51,1023.7,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-13T20:00:00,-0.7,-6.4,-8.5,55.37,0,0,,0,6.21,,22,31,1023.4,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,72503014732"
new york city,2021-02-13T21:00:00,-0.7,-6.1,-8,57.53,0,0,,0,6.21,,20.3,41,1023,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,72503014732"
new york city,2021-02-13T22:00:00,0,-4.7,-6.9,59.94,0,0,,0,6.21,,16.6,60,1022.7,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,72503014732"
new york city,2021-02-13T23:00:00,-0.7,-6.1,-6.3,65.63,0,0,,0,6.21,29.5,20.4,31,1022.6,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-14T00:00:00,-0.7,-5.5,-5.2,71.79,0,0,,0,6.2,,16.5,40,1022.7,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-14T01:00:00,-0.7,-5.5,-4.5,75.57,0,0,,0,6.2,,16.2,31,1022.9,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-14T02:00:00,-0.7,-6.1,-4.5,75.79,0,0,,0,6.2,,20.2,40,1022.3,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-14T03:00:00,-1.2,-6.4,-4.4,78.63,0,0,,0,6.2,,17.8,40,1022.3,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-14T04:00:00,-1.2,-6.1,-3.9,81.81,0,0,,0,6.19,,16.3,30,1022,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-14T05:00:00,-1.2,-5.4,-3.4,84.95,0,0,,0,6.19,,12.6,59,1022.6,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-14T06:00:00,-0.8,-3.4,-3.4,82.26,0,0,,0,6.19,,7.2,11,1023,100,15.9,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-14T07:00:00,-1.2,-3.3,-3.9,81.94,0,0,,0,6.19,,5.6,5,1023.6,100,15.8,7,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-14T08:00:00,-0.7,-2.7,-2.9,85.26,0,0,,0,6.19,,5.5,8,1024.1,100,15.9,36,0.1,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-14T09:00:00,-0.7,-2.6,-2.9,85.02,0,0,,0,6.15,,5.5,291,1024.4,99.9,15.9,116,0.4,1,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-14T10:00:00,0,-3.2,-2.9,80.86,0,0,,0,6.12,,9.4,265,1024.7,99.9,16,152,0.5,2,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-14T11:00:00,0.6,-1.8,-3.4,74.62,0,0,,0,6.09,,7.2,0,1025.3,99.9,16,172,0.6,2,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-14T12:00:00,2.1,-1.3,-2.9,69.3,0,0,,0,6.06,,12.8,38,1024.7,99.6,16,399,1.4,4,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-14T13:00:00,2.8,0.7,-2.3,69.27,0,0,,0,6.03,,7.5,340,1024,99.6,16,378,1.4,4,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-14T14:00:00,2.8,1.4,-2.2,69.39,0,0,,0,6,,5.6,293,1023.7,99.6,16,215,0.8,2,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-14T15:00:00,3.3,3.3,-2.2,67.17,0,0,,0,5.96,,0.4,353,1023.6,99.6,16,171,0.6,2,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-14T16:00:00,3.3,0.9,-2.2,66.99,0,0,,0,5.93,,9,264,1024,99.6,16,161,0.6,2,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-14T17:00:00,3.3,-0.1,-2.2,66.87,0,0,,0,5.9,,14,38,1024,31.5,16,54,0.2,1,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-14T18:00:00,2.8,-0.2,-2.9,66.18,0,0,,0,5.87,,11,49,1023.7,26.8,16,11,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-14T19:00:00,2.8,1.4,-3.3,63.92,0,0,,0,5.84,,5.5,357,1025,27.2,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-14T20:00:00,2.8,0.2,-2.9,66.23,0,0,,0,5.8,,9.4,10,1024.6,27.5,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-14T21:00:00,2.2,-0.5,-2.3,72.4,0,0,,0,5.77,,9.2,89,1024.6,88.1,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-14T22:00:00,2.2,-1.6,-2.9,68.98,0,0,,0,5.74,,14.5,49,1024.4,52.6,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-14T23:00:00,2.2,-2.2,-3.4,66.6,0,0,,0,5.71,,18.1,40,1024.4,99.6,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-15T00:00:00,2.1,-2,-3.4,66.72,0,0,,0,5.68,,16.2,39,1024.4,98.6,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-15T01:00:00,2.1,-2.2,-3.4,66.72,0,0,,0,5.64,,17.9,49,1024.3,88.5,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-15T02:00:00,1.6,-2.5,-4,66.32,0,0,,0,5.61,,16,29,1023.6,99.6,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-15T03:00:00,1.1,-1.4,-4,68.98,0,0,,0,5.58,,7.8,5,1023.1,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-15T04:00:00,1.1,-3.5,-5.1,63.42,0,0,,0,5.55,,17.8,39,1022.4,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-15T05:00:00,1,-3.6,-5.1,63.59,0,0,,0,5.52,29.5,18.1,39,1022.7,99.6,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-15T06:00:00,1.1,-1.8,-5.1,63.41,0,0,,0,5.49,,9.4,340,1023.4,100,16,,,,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-15T07:00:00,1,-1.4,-4.5,66.67,0,0,,0,5.45,,7.8,32,1023.3,100,16,10,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-15T08:00:00,1,-3.6,-4.5,66.67,0,0,,0,5.42,,18,29,1023.3,100,16,24,0.1,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-15T09:00:00,1.1,-1.8,-4.5,66.49,0,0,,0,5.38,,9.3,39,1023.7,100,16,45,0.2,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-15T10:00:00,1.6,-2.3,-3.9,66.7,0,0,,0,5.34,,14.4,30,1023.4,100,16,59,0.2,1,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-15T11:00:00,1.6,-1.6,-3.9,66.65,0,0,,0,5.3,,11.1,57,1023.4,100,16,113,0.4,1,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-15T12:00:00,2.1,-1.7,-2.9,69.35,0,0,,0,5.26,,14.5,31,1022.7,100,16,196,0.7,2,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-15T13:00:00,2.7,0.2,-1.8,72.09,0,0,,0,5.22,,9,58,1022.7,100,16,137,0.5,1,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-15T14:00:00,2.2,-1,-2.2,72.84,0,0,,0,5.18,,11.1,70,1022,100,16,117,0.4,1,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-15T15:00:00,2.1,-1.4,-1.7,75.89,0,0,,0,5.15,,12.7,69,1021.3,100,9.8,110,0.4,1,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-15T16:00:00,1.6,-1.2,-1.2,81.4,0,0,,0,5.11,,9.5,68,1021.3,100,15.8,44,0.2,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-15T17:00:00,1.6,-1.6,-1.2,81.4,0,0,,0,5.07,,11,68,1021.6,100,6.2,13,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-15T18:00:00,1.6,-1.2,-0.1,88.43,0.014,100,"rain,snow",0,5.03,,9.3,69,1021.9,100,5.9,5,0,0,,"Snow, Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
new york city,2021-02-15T19:00:00,1.6,-2.3,-0.1,88.68,0,0,,0,4.99,,14.4,59,1021.3,100,5.8,11,0,0,,Overcast,cloudy,"72505394728,72055399999,E5816,KLGA,KJRB,KNYC,72503014732"
new york city,2021-02-15T20:00:00,1.6,-2.9,0,88.63,0.019,100,"rain,snow",0,4.95,,18.2,41,1020.3,100,13.5,,,,,"Snow, Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,KNYC,72503014732"
