1.613513880000000000e+09,4.071511310999999722e+01,-7.399259915999999748e+01,8.732999999999999829e+01,-3.899999999999999911e+00,4.499999999999999833e-02,1.430000000000000000e+02
1.612513800000000000e+09,4.071511310999999722e+01,-7.399259915999999748e+01,8.732999999999999829e+01,-3.899999999999999911e+00,4.499999999999999833e-02,3.110000000000000000e+02
1.612640280000000000e+09,4.071511310999999722e+01,-7.399259915999999748e+01,8.732999999999999829e+01,-3.899999999999999911e+00,4.499999999999999833e-02,1.100000000000000000e+02
1.613239200000000000e+09,4.071511310999999722e+01,-7.399259915999999748e+01,8.732999999999999829e+01,-3.899999999999999911e+00,4.499999999999999833e-02,1.610000000000000000e+02
1.613318160000000000e+09,4.071511310999999722e+01,-7.399259915999999748e+01,8.732999999999999829e+01,-3.899999999999999911e+00,4.499999999999999833e-02,1.780000000000000000e+02
1.613387880000000000e+09,4.071511310999999722e+01,-7.399259915999999748e+01,8.732999999999999829e+01,-3.899999999999999911e+00,4.499999999999999833e-02,3.290000000000000000e+02
1.614153660000000000e+09,4.071511310999999722e+01,-7.399259915999999748e+01,8.732999999999999829e+01,-3.899999999999999911e+00,4.499999999999999833e-02,0.000000000000000000e+00
1.614200700000000000e+09,4.071511310999999722e+01,-7.399259915999999748e+01,8.732999999999999829e+01,-3.899999999999999911e+00,4.499999999999999833e-02,2.220000000000000000e+02
1.614351780000000000e+09,4.071511310999999722e+01,-7.399259915999999748e+01,8.732999999999999829e+01,-3.899999999999999911e+00,4.499999999999999833e-02,1.350000000000000000e+02
1.613511600000000000e+09,4.087773688000000050e+01,-7.386688576000000239e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,3.110000000000000000e+02
1.612196220000000000e+09,4.087773688000000050e+01,-7.386688576000000239e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,2.970000000000000000e+02
1.612465920000000000e+09,4.087773688000000050e+01,-7.386688576000000239e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,4.710000000000000000e+02
1.612563180000000000e+09,4.087773688000000050e+01,-7.386688576000000239e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,2.180000000000000000e+02
1.612630860000000000e+09,4.087773688000000050e+01,-7.386688576000000239e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,0.000000000000000000e+00
1.613301300000000000e+09,4.087773688000000050e+01,-7.386688576000000239e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,0.000000000000000000e+00
1.613306160000000000e+09,4.087773688000000050e+01,-7.386688576000000239e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,2.770000000000000000e+02
1.613325780000000000e+09,4.087773688000000050e+01,-7.386688576000000239e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,2.530000000000000000e+02
1.613417160000000000e+09,4.087773688000000050e+01,-7.386688576000000239e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,8.400000000000000000e+01
1.614077340000000000e+09,4.087773688000000050e+01,-7.386688576000000239e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,2.030000000000000000e+02
1.614450360000000000e+09,4.087773688000000050e+01,-7.386688576000000239e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,0.000000000000000000e+00
1.613511660000000000e+09,4.085581307000000351e+01,-7.389433175000000631e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,2.140000000000000000e+02
1.612445100000000000e+09,4.085581307000000351e+01,-7.389433175000000631e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,0.000000000000000000e+00
1.612916460000000000e+09,4.085581307000000351e+01,-7.389433175000000631e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,5.680000000000000000e+02
1.612990980000000000e+09,4.085581307000000351e+01,-7.389433175000000631e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,3.230000000000000000e+02
1.613337120000000000e+09,4.085581307000000351e+01,-7.389433175000000631e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,1.910000000000000000e+02
1.614112740000000000e+09,4.085581307000000351e+01,-7.389433175000000631e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,1.990000000000000000e+02
1.614285900000000000e+09,4.085581307000000351e+01,-7.389433175000000631e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,2.190000000000000000e+02
1.614479040000000000e+09,4.085581307000000351e+01,-7.389433175000000631e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,3.480000000000000000e+02
1.613511660000000000e+09,4.059135552000000047e+01,-7.380055683000000499e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,1.600000000000000000e+02
1.612270500000000000e+09,4.059135552000000047e+01,-7.380055683000000499e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,3.620000000000000000e+02
1.612893360000000000e+09,4.059135552000000047e+01,-7.380055683000000499e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,2.300000000000000000e+02
1.613508780000000000e+09,4.059135552000000047e+01,-7.380055683000000499e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,1.560000000000000000e+02
1.613610420000000000e+09,4.059135552000000047e+01,-7.380055683000000499e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,3.230000000000000000e+02
1.613752500000000000e+09,4.059135552000000047e+01,-7.380055683000000499e+01,9.215999999999999659e+01,-2.899999999999999911e+00,9.400000000000000022e-02,2.380000000000000000e+02
1.614255720000000000e+09,4.059135552000000047e+01,-7.380055683000000499e+01,9.154000000000000625e+01,-2.299999999999999822e+00,9.800000000000000377e-02,0.000000000000000000e+00
1.614508080000000000e+09,4.059135552000000047e+01,-7.380055683000000499e+01,9.154000000000000625e+01,-2.299999999999999822e+00,9.800000000000000377e-02,2.360000000000000000e+02
1.613511720000000000e+09,4.076248282000000245e+01,-7.381398396000000162e+01,9.154000000000000625e+01,-2.299999999999999822e+00,9.800000000000000377e-02,0.000000000000000000e+00
1.612267020000000000e+09,4.076248282000000245e+01,-7.381398396000000162e+01,9.154000000000000625e+01,-2.299999999999999822e+00,9.800000000000000377e-02,2.240000000000000000e+02
1.612480740000000000e+09,4.076248282000000245e+01,-7.381398396000000162e+01,9.154000000000000625e+01,-2.299999999999999822e+00,9.800000000000000377e-02,2.680000000000000000e+02
1.613254140000000000e+09,4.076248282000000245e+01,-7.381398396000000162e+01,9.154000000000000625e+01,-2.299999999999999822e+00,9.800000000000000377e-02,2.030000000000000000e+02
1.614102960000000000e+09,4.076248282000000245e+01,-7.381398396000000162e+01,9.154000000000000625e+01,-2.299999999999999822e+00,9.800000000000000377e-02,1.940000000000000000e+02
1.613511720000000000e+09,4.070844579999999979e+01,-7.380022184999999979e+01,9.154000000000000625e+01,-2.299999999999999822e+00,9.800000000000000377e-02,2.000000000000000000e+02
1.613511720000000000e+09,4.070844579999999979e+01,-7.380022184999999979e+01,9.154000000000000625e+01,-2.299999999999999822e+00,9.800000000000000377e-02,2.000000000000000000e+02
